Cases Mean Standard_Deviation
13 0.4993910928 0.0497699726624083
13 0.4995594156 0.0499783413738144
13 0.5000267363 0.0495415141893421
13 0.5007980171 0.049374519869111
13 0.4992207926 0.0496682146350832
13 0.4995534727 0.0498089094391737
13 0.5000118834 0.0493968466416452
13 0.500719795 0.0498094490769845
13 0.5008504879 0.0493476241194657
13 0.4992188128 0.0499035031233716
13 0.4996663399 0.0493655429667882
13 0.4996792077 0.0491061750157394
14 0.4999455449 0.0496071491301049
14 0.4991475289 0.0496571391490913
14 0.499362384 0.0492496118941491
14 0.4990831777 0.0495830854151116
14 0.4999336674 0.0490342537432741
14 0.5004168327 0.0497234726144222
14 0.4997366368 0.0494324532295062
14 0.4994851577 0.0499560489890132
14 0.5003980144 0.0496304760448158
14 0.500557426 0.0495472884345536
14 0.5016237584 0.0498483945760203
14 0.4995990126 0.0500027969602704
14 0.501231676 0.0501169399119643
14 0.4999960407 0.0501222943539177
14 0.4989109007 0.0495556655104546
14 0.4987574316 0.0496522641607445
14 0.5002366311 0.0496674475416036
14 0.4998762397 0.0492077833019106
14 0.5001980155 0.0495864232491831
14 0.4999970254 0.0499532061324521
14 0.5000504923 0.0499665260591106
14 0.500297025 0.0492142151665209
14 0.5000178201 0.050002834396699
14 0.4995277266 0.0501986417216355
14 0.5000059396 0.0490994359372803
14 0.5008158316 0.0503654313325
14 0.4993980265 0.0497174346200014
14 0.5006019799 0.0500965693457897
14 0.4987366425 0.0494602359767822
14 0.5008128688 0.049948163524974
14 0.4995435657 0.0505465864406862
14 0.5002504877 0.0503330580438846
15 0.500118811 0.0496653042728214
15 0.4989980285 0.0499961303966332
15 0.500500987 0.049367902870189
15 0.4996207974 0.0495990071210029
15 0.5007415815 0.0499296411178147
15 0.5001752502 0.0495787966564074
15 0.5005089085 0.0497569107075996
15 0.4994089186 0.0495013675296158
15 0.5001089021 0.0486669125428495
15 0.4993594109 0.0494432838097759
15 0.4996079225 0.0492874002608389
15 0.500310891 0.0496301113693126
15 0.4992811946 0.0503304983820295
15 0.5001901 0.0495898144135724
15 0.5001910875 0.0491930217311373
15 0.4995415909 0.0495728336755727
15 0.4999633695 0.0501191517089104
15 0.4997267369 0.0489675133466058
15 0.5001237627 0.0509928241503338
15 0.500214855 0.049922708685357
15 0.4994821821 0.0494131846012983
15 0.5008564279 0.0493270557053131
15 0.5008445515 0.0494380365293964
15 0.500946528 0.049772968575319
15 0.5005782147 0.0495636712335519
15 0.4996237637 0.0502090223001533
15 0.49962574 0.0500976160441306
15 0.5001138628 0.0497763236294986
15 0.5007128637 0.0498803584739792
15 0.4997316862 0.0501935078505175
15 0.5015692981 0.049353240688065
15 0.5002970264 0.0494503078264971
16 0.4989148595 0.0498801326417582
16 0.4999891025 0.0499828334587311
16 0.4999475236 0.0493654538661541
16 0.4995851513 0.0497757116692451
16 0.4997178246 0.050317501108686
16 0.5004564302 0.0494486955303362
16 0.4998297115 0.0496758110702786
16 0.5000405945 0.0497925870081839
16 0.5003178151 0.050494479481806
16 0.5000455463 0.0496766751173277
16 0.5005871294 0.0494072498228384
16 0.5000267252 0.050463618273156
16 0.4998584156 0.0496747151748598
16 0.5007108877 0.0496481151031599
16 0.5000633706 0.0493761628759272
16 0.4993732734 0.0502549240423513
16 0.4997336667 0.0492384878869422
16 0.5002148516 0.0494124548765356
16 0.5004663333 0.0497496435064867
16 0.5007623755 0.0500922322167873
16 0.5003534592 0.049876533664201
16 0.4994316851 0.0496116297279415
16 0.5002643582 0.049660793572706
16 0.5010861329 0.0499413972830606
16 0.5008940529 0.049976015062074
16 0.499578217 0.0493662602087277
16 0.4996792089 0.0498710536533279
16 0.5005514808 0.0493214693497113
16 0.5002712812 0.0490097485365604
16 0.498206945 0.0501506517796386
16 0.5001504912 0.0492913153326085
16 0.4995425793 0.0497278476827223
17 0.5001188183 0.0504356954073423
17 0.4998089154 0.0496846140046023
17 0.5001118808 0.0498046843596123
17 0.5002712883 0.049247021938129
17 0.4990386244 0.0500028081300822
17 0.4994584202 0.0495769376291366
17 0.4993207985 0.0504232923440108
17 0.4994604018 0.0498616936293335
17 0.4993514885 0.0498568578307513
17 0.4996594084 0.049595728748097
17 0.4995871317 0.0493126852741143
17 0.4997049544 0.0499605783868821
17 0.4996861376 0.0491301722591066
17 0.4996821861 0.0502059123890299
17 0.50002475 0.0494553585949053
17 0.5006742501 0.0495725426963868
17 0.5000881214 0.0498360195789753
17 0.499389116 0.0497244239140335
17 0.5008841531 0.049579327950232
17 0.50013861 0.0497591259446403
17 0.499303966 0.049633904839007
17 0.5003098998 0.049832969858852
17 0.4995405927 0.0497298015293327
17 0.5006871224 0.0492547201434955
17 0.4999247531 0.0495198881257232
17 0.5011435544 0.04984972724891
17 0.5004594042 0.0504036038536032
17 0.5000732643 0.0501509863402041
17 0.5008732635 0.049521151240587
17 0.4992237687 0.0491378124942724
17 0.5011247443 0.0500752247883709
17 0.4999247519 0.0496373468975634
18 0.4604696245 0.187005338935623
18 0.5307383122 0.163402228293364
18 0.4924691493 0.122808141778339
18 0.519088559 0.121201942730038
18 0.4847736226 0.115301002245746
18 0.4745203892 0.100265416815202
18 0.5078850761 0.0911212537367302
18 0.4850696752 0.0919851163257614
18 0.5202801031 0.0748350061055851
18 0.4787850863 0.0741921932208069
18 0.5155069739 0.0618823507554676
18 0.482250255 0.0742693457394141
18 0.4846875496 0.0622055667625315
18 0.5097054703 0.0745725710444486
18 0.5010472911 0.064671196934608
18 0.4947268675 0.0633661708658411
18 0.5053477485 0.0667359530143724
18 0.5129826098 0.0577313137776146
18 0.5087826029 0.0567499359346041
18 0.4976258878 0.06656184217692
18 0.5146318707 0.057623027396009
18 0.483164172 0.0556291775716282
18 0.4817144351 0.0561812087950994
18 0.487697021 0.0576375191498223
18 0.5075328183 0.051497785843292
18 0.5045482625 0.0526046468441197
18 0.5008054701 0.0513803203245286
18 0.5074049857 0.0560104913156476
18 0.5009860466 0.0454012381635337
18 0.5032457478 0.0477981307249151
18 0.496514945 0.0552988693155143
18 0.4951437436 0.0400158862973779
19 0.5077129336 0.0296811712340395
19 0.500531345 0.0227808063611414
19 0.5011318424 0.0222760398985304
19 0.4966099486 0.0204664617403589
19 0.4970895476 0.0208012277817791
19 0.4974955198 0.0195895911951201
19 0.5009945303 0.0203236995612725
19 0.4961800933 0.0195958435054137
19 0.5018079577 0.0224995653748537
19 0.5006422883 0.022635136072047
19 0.4975114407 0.0205012216397501
19 0.5017840787 0.0207121688136033
19 0.5016895541 0.020170893969193
19 0.4980014944 0.0215033227335272
19 0.4978248726 0.0195050496660536
19 0.4991412895 0.0195682467360344
19 0.5025079607 0.0210801542115022
19 0.5001691518 0.0210321681694719
19 0.5020776174 0.0204873436830287
19 0.499317405 0.0211050939318062
19 0.4985746233 0.0218294535296635
19 0.4984716402 0.0191123494596015
19 0.4989393065 0.0209587768668912
19 0.5003363212 0.0207785336230491
19 0.5004427892 0.0196026710669097
19 0.5044447874 0.0191421215607149
19 0.4962975043 0.0205773786438061
19 0.4995273575 0.020448005511116
19 0.5003955284 0.0183681794904333
19 0.498507459 0.0198672874533841
19 0.5025756219 0.0191714193665569
19 0.4998333267 0.0193879536608401
20 0.4985069672 0.0345877386810591
20 0.500135323 0.0336423861382123
20 0.5000651737 0.0336539219538558
20 0.5007761248 0.0343378891483787
20 0.4997189052 0.0344253408620417
20 0.5002114436 0.0343824522201004
20 0.5002820889 0.034710782233864
20 0.4987467669 0.034465495077153
20 0.4998119401 0.0344402891185218
20 0.5004253745 0.0350340846578162
20 0.5012169161 0.0341417163963224
20 0.4998661745 0.0342576337177751
20 0.4990900421 0.0340906255892853
20 0.4997204016 0.0341571726091517
20 0.5002059598 0.0343205226672759
20 0.4993825895 0.0346978703014253
20 0.4998427849 0.0341639052982875
20 0.4988990071 0.0340394930390816
20 0.4995865711 0.0347264309398522
20 0.5003278627 0.0343784517071817
20 0.499951245 0.0341658993520064
20 0.5002970161 0.0343404707935764
20 0.4998761151 0.0342020598310733
20 0.5003373154 0.0339919653203747
20 0.5005343274 0.0349481918323859
20 0.5006766174 0.0346642283927974
20 0.4995537319 0.0341749716127094
20 0.5008437865 0.0344336967717272
20 0.5006457689 0.03475040018689
20 0.5004786075 0.0347481821694438
20 0.5005532338 0.034609024826705
20 0.500167162 0.0342630529796325
21 0.5001179082 0.0352411797267746
21 0.5006348233 0.0354684885830862
21 0.4999716427 0.0353973896579832
21 0.4996184008 0.0351269537608431
21 0.5004527338 0.0350717285969114
21 0.4998313391 0.0349045990627666
21 0.5001960142 0.0351448975090793
21 0.4996990056 0.0355234523088925
21 0.500531838 0.0350537458884758
21 0.5000920389 0.0352106234957759
21 0.4996925353 0.0353675827785179
21 0.5000403008 0.0351074277256177
21 0.4991079639 0.0348271381598149
21 0.4995706474 0.03502965323891
21 0.4996557194 0.0357932415963246
21 0.5001756238 0.0354094136050833
21 0.4999208922 0.0353607850298515
21 0.500341294 0.0352283502892113
21 0.500094028 0.0349257240633942
21 0.5003238837 0.035472481452405
21 0.4998029856 0.0348737963627746
21 0.4998671685 0.0356225942256378
21 0.4996691564 0.0356821364695311
21 0.5002253716 0.0358472673675008
21 0.4997542289 0.0354858819884127
21 0.4994109495 0.0358709536540326
21 0.5002776087 0.0350652250189151
21 0.4994905525 0.0353110312207252
21 0.4998771151 0.0352809083660266
21 0.5005686531 0.0353915723925909
21 0.4998830878 0.0350280605427196
21 0.5004109457 0.0353047480638304
22 0.5704381993 0.161339544134437
22 0.4677348697 0.127304740481415
22 0.5052996769 0.0954732463135431
22 0.4889126188 0.0886469734225697
22 0.4969608051 0.0873970347218527
22 0.5135518276 0.0830115371679803
22 0.5111535156 0.0750977244571939
22 0.4752793872 0.0694190699395174
22 0.4864840332 0.0720075304595456
22 0.4967139518 0.0724025881083774
22 0.4940747343 0.0614283567316869
22 0.5032604524 0.0680754224889309
22 0.4895531297 0.0570311110375021
22 0.5003628056 0.0591339995387235
22 0.506962151 0.0555078135975507
22 0.498087375 0.0598893860640121
22 0.502810634 0.0571663160628745
22 0.504821599 0.0589780716260669
22 0.4921840501 0.0558498692903409
22 0.5161821089 0.0529046124781667
22 0.5008681061 0.0539123429709552
22 0.5097913684 0.0588015872409401
22 0.5166724626 0.0504858094169783
22 0.4933886811 0.0524322482806887
22 0.5082375625 0.0460137655327049
22 0.4893670768 0.0467381590050573
22 0.4998023015 0.0504072202816328
22 0.5072451882 0.0470718224806534
22 0.5023946779 0.0405981995670862
22 0.5085913684 0.0428081514704865
22 0.4964358798 0.0483350211405148
22 0.5017332151 0.0398999277077333
23 0.499879404 0.0254187663528833
23 0.4956412117 0.0187157018411125
23 0.5007508333 0.0157882680864187
23 0.4970817355 0.0168388660625936
23 0.5015893658 0.0171363168367203
23 0.5005421892 0.0165321487168705
23 0.5004926926 0.0152486362612559
23 0.4987890425 0.0162075972464873
23 0.5013604599 0.0142647849513606
23 0.4997784045 0.0149184844867104
23 0.5001162761 0.0150972268124716
23 0.5011378703 0.0153457227349546
23 0.5021754065 0.015014473606498
23 0.5022249057 0.0161996754080549
23 0.4950192816 0.0139626143356397
23 0.5001976721 0.0151274245402416
23 0.503147501 0.0154181051192468
23 0.5012976675 0.0145921976921193
23 0.5023192684 0.0151532353069101
23 0.49798007 0.0162109958765719
23 0.4980747545 0.0144353568356839
23 0.4960830684 0.0136033235544735
23 0.4998946847 0.0154942987354451
23 0.5031043127 0.0155802288574861
23 0.4995704294 0.015260964454307
23 0.4982511641 0.014404168830472
23 0.4988515004 0.0151925310559297
23 0.4970142862 0.0156289178518032
23 0.4976601372 0.0140552600864725
23 0.4984807386 0.0155317589888782
23 0.4987943547 0.0143793991296723
23 0.5007461801 0.015942395104263
24 0.49941827 0.0282896948468511
24 0.5001269106 0.0280711928883798
24 0.5008272489 0.0278461652716237
24 0.5004059779 0.0276095891692003
24 0.5004956776 0.0277773705342539
24 0.5003156171 0.0282458848663035
24 0.499249506 0.0281260064727571
24 0.499830566 0.0280327999796687
24 0.4997235855 0.0282080533810337
24 0.499847172 0.0276546548694431
24 0.4996152843 0.0281837184803356
24 0.4999700988 0.0277541484804169
24 0.5004308961 0.0280561388654909
24 0.5001451824 0.0278526388033479
24 0.5003720911 0.0278550141067042
24 0.4998049823 0.0276505136613474
24 0.5006983382 0.0281431587375972
24 0.4992332232 0.0278956596654246
