#t	x0	x1
0	0	0
0.01	6.23958e-05	0.0124688
0.02	0.000249167	0.024875
0.03	0.000559688	0.0372188
0.04	0.000993333	0.0495
0.05	0.00154948	0.0617188
0.06	0.0022275	0.0738751
0.07	0.00302677	0.0859689
0.08	0.00394667	0.0980003
0.09	0.00498657	0.109969
0.1	0.00614585	0.121876
0.11	0.00742387	0.13372
0.12	0.00882003	0.145501
0.13	0.0103337	0.157221
0.14	0.0119642	0.168877
0.15	0.013711	0.180472
0.16	0.0155735	0.192004
0.17	0.0175509	0.203474
0.18	0.0196427	0.214882
0.19	0.0218483	0.226227
0.2	0.0241671	0.23751
0.21	0.0265983	0.248731
0.22	0.0291415	0.25989
0.23	0.0317959	0.270987
0.24	0.034561	0.282021
0.25	0.0374361	0.292994
0.26	0.0404207	0.303904
0.27	0.043514	0.314752
0.28	0.0467155	0.325539
0.29	0.0500246	0.336263
0.3	0.0534406	0.346926
0.31	0.0569629	0.357527
0.32	0.0605909	0.368066
0.33	0.064324	0.378543
0.34	0.0681616	0.388959
0.35	0.072103	0.399313
0.36	0.0761476	0.409605
0.37	0.0802949	0.419836
0.38	0.0845442	0.430006
0.39	0.0888948	0.440113
0.4	0.0933462	0.45016
0.41	0.0978978	0.460145
0.42	0.102549	0.470069
0.43	0.107299	0.479932
0.44	0.112147	0.489733
0.45	0.117093	0.499474
0.46	0.122137	0.509153
0.47	0.127276	0.518772
0.48	0.132512	0.528329
0.49	0.137843	0.537826
0.5	0.143268	0.547262
0.51	0.148788	0.556637
0.52	0.154401	0.565951
0.53	0.160107	0.575205
0.54	0.165905	0.584399
0.55	0.171794	0.593532
0.56	0.177775	0.602604
0.57	0.183846	0.611617
0.58	0.190007	0.620569
0.59	0.196257	0.629461
0.6	0.202596	0.638293
0.61	0.209023	0.647065
0.62	0.215537	0.655777
0.63	0.222138	0.66443
0.64	0.228826	0.673023
0.65	0.235599	0.681556
0.66	0.242457	0.690029
0.67	0.249399	0.698443
0.68	0.256425	0.706798
0.69	0.263535	0.715093
0.7	0.270727	0.723329
0.71	0.278001	0.731506
0.72	0.285357	0.739624
0.73	0.292793	0.747683
0.74	0.30031	0.755683
0.75	0.307907	0.763625
0.76	0.315583	0.771507
0.77	0.323337	0.779332
0.78	0.331169	0.787098
0.79	0.339079	0.794805
0.8	0.347065	0.802454
0.81	0.355128	0.810045
0.82	0.363266	0.817578
0.83	0.371479	0.825053
0.84	0.379767	0.83247
0.85	0.388128	0.83983
0.86	0.396563	0.847131
0.87	0.405071	0.854375
0.88	0.41365	0.861562
0.89	0.422302	0.868692
0.9	0.431024	0.875764
0.91	0.439817	0.882779
0.92	0.448679	0.889737
0.93	0.457611	0.896638
0.94	0.466612	0.903483
0.95	0.475681	0.91027
0.96	0.484817	0.917001
0.97	0.494021	0.923676
0.98	0.50329	0.930295
0.99	0.512626	0.936857
1	0.522027	0.943363
1.01	0.531493	0.949813
1.02	0.541023	0.956207
1.03	0.550617	0.962546
1.04	0.560274	0.968829
1.05	0.569994	0.975056
1.06	0.579775	0.981228
1.07	0.589618	0.987345
1.08	0.599522	0.993407
1.09	0.609486	0.999414
1.1	0.61951	1.00537
1.11	0.629593	1.01126
1.12	0.639735	1.0171
1.13	0.649935	1.02289
1.14	0.660193	1.02863
1.15	0.670507	1.03431
1.16	0.680879	1.03993
1.17	0.691306	1.0455
1.18	0.701788	1.05102
1.19	0.712326	1.05648
1.2	0.722918	1.06189
1.21	0.733564	1.06725
1.22	0.744263	1.07255
1.23	0.755015	1.0778
1.24	0.765819	1.083
1.25	0.776674	1.08814
1.26	0.787581	1.09323
1.27	0.798539	1.09827
