#t	x0	x1
0	0	0
0.01	6.20853e-05	0.0123758
0.02	0.000246698	0.0245062
0.03	0.000551406	0.0363958
0.04	0.000973826	0.0480491
0.05	0.00151161	0.0594704
0.06	0.00216248	0.0706641
0.07	0.00292415	0.0816344
0.08	0.00379443	0.0923855
0.09	0.00477115	0.102921
0.1	0.00585216	0.113246
0.11	0.00703538	0.123364
0.12	0.00831875	0.133278
0.13	0.00970027	0.142992
0.14	0.0111779	0.152511
0.15	0.0127498	0.161837
0.16	0.0144141	0.170975
0.17	0.0161687	0.179927
0.18	0.018012	0.188698
0.19	0.0199421	0.19729
0.2	0.0219572	0.205708
0.21	0.0240557	0.213953
0.22	0.0262357	0.22203
0.23	0.0284957	0.229942
0.24	0.030834	0.237691
0.25	0.033249	0.245281
0.26	0.0357391	0.252715
0.27	0.0383028	0.259995
0.28	0.0409385	0.267124
0.29	0.0436448	0.274106
0.3	0.0464201	0.280943
0.31	0.0492632	0.287637
0.32	0.0521724	0.294192
0.33	0.0551465	0.300609
0.34	0.0581842	0.306893
0.35	0.0612839	0.313044
0.36	0.0644446	0.319065
0.37	0.0676648	0.32496
0.38	0.0709434	0.330729
0.39	0.074279	0.336376
0.4	0.0776705	0.341904
0.41	0.0811167	0.347313
0.42	0.0846164	0.352606
0.43	0.0881684	0.357786
0.44	0.0917717	0.362855
0.45	0.0954252	0.367814
0.46	0.0991276	0.372666
0.47	0.102878	0.377412
0.48	0.106676	0.382055
0.49	0.110519	0.386597
0.5	0.114407	0.39104
0.51	0.118339	0.395384
0.52	0.122315	0.399633
0.53	0.126332	0.403788
0.54	0.13039	0.40785
0.55	0.134488	0.411822
0.56	0.138626	0.415706
0.57	0.142802	0.419502
0.58	0.147016	0.423212
0.59	0.151266	0.426839
0.6	0.155552	0.430383
0.61	0.159874	0.433846
0.62	0.164229	0.43723
0.63	0.168618	0.440536
0.64	0.173039	0.443766
0.65	0.177493	0.446921
0.66	0.181978	0.450002
0.67	0.186493	0.453011
0.68	0.191038	0.45595
0.69	0.195612	0.458819
0.7	0.200214	0.461619
0.71	0.204844	0.464353
0.72	0.209501	0.467021
0.73	0.214184	0.469625
0.74	0.218893	0.472166
0.75	0.223627	0.474645
0.76	0.228386	0.477062
0.77	0.233168	0.47942
0.78	0.237974	0.48172
0.79	0.242802	0.483962
0.8	0.247653	0.486148
0.81	0.252525	0.488278
0.82	0.257418	0.490355
0.83	0.262332	0.492377
0.84	0.267266	0.494348
0.85	0.272219	0.496267
0.86	0.277191	0.498137
0.87	0.282181	0.499956
0.88	0.28719	0.501728
0.89	0.292216	0.503452
0.9	0.297259	0.505129
0.91	0.302318	0.50676
0.92	0.307394	0.508347
0.93	0.312485	0.50989
0.94	0.317591	0.511389
0.95	0.322713	0.512847
0.96	0.327848	0.514262
0.97	0.332998	0.515637
0.98	0.338161	0.516972
0.99	0.343337	0.518268
1	0.348526	0.519525
1.01	0.353727	0.520744
1.02	0.358941	0.521927
1.03	0.364166	0.523073
1.04	0.369402	0.524183
1.05	0.374649	0.525259
1.06	0.379907	0.5263
1.07	0.385175	0.527307
1.08	0.390453	0.528282
